Episode,Step,Health,XVelocity,YVelocity,ZVelocity,XPosition,YPosition,ZPosition,ActionForward,ActionRotate,ActionForwardDescription,ActionRotateDescription,IsFrozen,Reward,NotificationState
1,6,99.00002,0.128022,-0.01396179,0.8097845,10.12711,0.4900699,20.00191,0,2,No Movement,Rotate Left,False,-0.01,None
1,6,99.00002,0.1405846,-0.01256561,0.724341,10.12711,0.4900699,20.00191,0,2,No Movement,Rotate Left,False,-0.01,None
1,7,98.80002,0.1202465,-0.002510548,0.5215189,10.139,0.4900141,20.00212,0,2,No Movement,Rotate Left,False,-0.012,None
1,8,98.60002,0.09377422,-0.0005021095,0.3503671,10.14706,0.490003,20.00226,0,2,No Movement,Rotate Left,False,-0.014,None
1,9,98.40002,0.06125374,-0.0001144409,0.2288616,10.15179,0.4900007,20.00235,0,2,No Movement,Rotate Left,False,-0.016,None
1,9,98.40002,0.05512836,-0.0001029968,0.2059754,10.15179,0.4900007,20.00235,0,0,No Movement,No Rotation,False,-0.016,None
1,10,98.20003,0.02150144,-2.147108E-05,0.08033558,10.15364,0.4900002,20.00238,0,0,No Movement,No Rotation,False,-0.018,None
1,11,98.00003,0,-4.291534E-06,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.02,None
1,12,97.80003,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.022,None
1,12,97.80003,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.022,None
1,13,97.60004,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.024,None
1,14,97.40004,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.026,None
1,15,97.20004,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.028,None
1,15,97.20004,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.028,None
1,16,97.00005,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.03,None
1,17,96.80005,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.032,None
1,18,96.60005,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.034,None
1,18,96.60005,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.034,None
1,19,96.40005,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.036,None
1,20,96.20006,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.038,None
1,21,96.00006,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.04,None
1,21,96.00006,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.04,None
1,22,95.80006,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.042,None
1,23,95.60007,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.044,None
1,24,95.40007,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.046,None
1,24,95.40007,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.046,None
1,25,95.20007,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.048,None
1,26,95.00008,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.05,None
1,27,94.80008,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.052,None
1,27,94.80008,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.052,None
1,28,94.60008,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.05400001,None
1,29,94.40009,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.05600001,None
1,30,94.20009,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.05800001,None
1,30,94.20009,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.05800001,None
1,31,94.00009,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.06000001,None
1,32,93.80009,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.06200001,None
1,33,93.6001,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.064,None
1,33,93.6001,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.064,None
1,34,93.4001,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.066,None
1,35,93.2001,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.068,None
1,36,93.00011,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.06999999,None
1,36,93.00011,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.06999999,None
1,37,92.80011,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07199999,None
1,38,92.60011,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07399999,None
1,39,92.40012,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07599998,None
1,39,92.40012,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07599998,None
1,40,92.20012,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07799998,None
1,41,92.00012,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.07999998,None
1,42,91.80013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08199997,None
1,42,91.80013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08199997,None
1,43,91.60013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08399997,None
1,44,91.40013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08599997,None
1,45,91.20013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08799996,None
1,45,91.20013,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08799996,None
1,46,91.00014,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.08999996,None
1,47,90.80014,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.09199996,None
1,48,90.60014,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.09399995,None
1,48,90.60014,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.09399995,None
1,49,90.40015,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.09599995,None
1,50,90.20015,0,0,0,10.15366,0.4900001,20.00238,0,0,No Movement,No Rotation,False,-0.09799995,None
